COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
ROCKWELL AUTOMATION INC	COM	773903109	69841	519653	SH		SOLE		519653	0	0
ROCKWELL AUTOMATION INC	COM	773903109	11156	83009	SH		SOLE	2	0	0	83009
ROCKWELL COLLINS INC	COM	774341101	5455	58813	SH		SOLE		58813	0	0
ROCKWELL COLLINS INC	COM	774341101	9585	103331	SH		SOLE	2	0	0	103331
ROCKWELL MED INC	COM	774374102	163	24851	SH		SOLE		24851	0	0
ROCKY BRANDS INC	COM	774515100	15	1306	SH		SOLE		1306	0	0
ROCKY MTN CHOCOLATE FACTORY	COM	77467X101	28	2724	SH		SOLE		2724	0	0
ROGERS CORP	COM	775133101	723	9409	SH		SOLE		9409	0	0
ROLLINS INC	COM	775711104	1898	56200	SH		SOLE		56200	0	0
ROPER TECHNOLOGIES INC	COM	776696106	260929	1425217	SH		SOLE		1419073	0	6144
ROPER TECHNOLOGIES INC	COM	776696106	10905	59562	SH		SOLE	2	0	0	59562
ROSETTA STONE INC	COM	777780107	96	10726	SH		SOLE		10726	0	0
ROSS STORES INC	COM	778296103	40862	622897	SH		SOLE		622897	0	0
ROSS STORES INC	COM	778296103	18703	285103	SH		SOLE	2	0	0	285103
ROWAN COMPANIES PLC	SHS CL A	G7665A101	2746	145363	SH		SOLE		145363	0	0
ROYAL CARIBBEAN CRUISES LTD	COM	V7780T103	6198	75552	SH		SOLE		75552	0	0
ROYAL CARIBBEAN CRUISES LTD	COM	V7780T103	6758	82369	SH		SOLE	2	0	0	82369
ROYAL DUTCH SHELL PLC	SPONS ADR A	780259206	2802	51533	SH		OTR		1555	49978	0
ROYAL DUTCH SHELL PLC	SPONS ADR A	780259206	352334	6479102	SH		SOLE		6479102	0	0
ROYAL GOLD INC	COM	780287108	2457	38791	SH		SOLE		38791	0	0
RPC INC	COM	749660106	695	35094	SH		SOLE		35094	0	0
RPM INTL INC	COM	749685103	4132	76757	SH		SOLE		76757	0	0
RPX CORP	COM	74972G103	2949	273038	SH		SOLE		273038	0	0
RSP PERMIAN INC	COM	74978Q105	26084	584574	SH		SOLE		584574	0	0
RTI SURGICAL INC	COM	74975N105	2297	706652	SH		SOLE		706652	0	0
RUBICON PROJ INC	COM	78112V102	147	19755	SH		SOLE		19755	0	0
RUBICON TECHNOLOGY INC	COM	78112T107	3	5299	SH		SOLE		5299	0	0
RUBY TUESDAY INC	COM	781182100	116	36037	SH		SOLE		36037	0	0
RUDOLPH TECHNOLOGIES INC	COM	781270103	414	17727	SH		SOLE		17727	0	0
RUSH ENTERPRISES INC	CL A	781846209	512	16054	SH		SOLE		16054	0	0
RUSH ENTERPRISES INC	CL B	781846308	19	621	SH		OTR		621	0	0
RUSH ENTERPRISES INC	CL B	781846308	83	2681	SH		SOLE		2681	0	0
RUTHS HOSPITALITY GROUP INC	COM	783332109	411	22456	SH		SOLE		22456	0	0
RYANAIR HLDGS PLC	SPONSORED ADR NE	783513203	19692	236511	SH		SOLE		236511	0	0
RYANAIR HLDGS PLC	SPONSORED ADR NE	783513203	321	3850	SH		SOLE	2	0	0	3850
RYDER SYS INC	COM	783549108	1814	24365	SH		SOLE		24365	0	0
RYERSON HLDG CORP	COM	783754104	375	28089	SH		SOLE		28089	0	0
RYMAN HOSPITALITY PPTYS INC	COM	78377T107	3982	63195	SH		SOLE		63195	0	0
S & T BANCORP INC	COM	783859101	717	18377	SH		SOLE		18377	0	0
S&P GLOBAL INC	COM	78409V104	1581	14703	SH		SOLE		10758	0	3945
S&P GLOBAL INC	COM	78409V104	11876	110434	SH		SOLE	2	0	0	110434
SABRA HEALTH CARE REIT INC	COM	78573L106	1986	81342	SH		SOLE		81342	0	0
SABRE CORP	COM	78573M104	69774	2796560	SH		SOLE		2796560	0	0
SABRE CORP	COM	78573M104	3931	157553	SH		SOLE	2	0	0	157553
SAFEGUARD SCIENTIFICS INC	COM NEW	786449207	159	11828	SH		SOLE		11828	0	0
SAFETY INS GROUP INC	COM	78648T100	552	7492	SH		SOLE		7492	0	0
SAGA COMMUNICATIONS INC	CL A NEW	786598300	115	2284	SH		SOLE		2284	0	0
SAGE THERAPEUTICS INC	COM	78667J108	17046	333843	SH		SOLE		333843	0	0
SAGE THERAPEUTICS INC	COM	78667J108	1925	37700	SH		SOLE	2	37700	0	0
SAIA INC	COM	78709Y105	597	13529	SH		SOLE		13529	0	0
SALEM MEDIA GROUP INC	CL A	794093104	18	2902	SH		SOLE		2902	0	0
SALESFORCE COM INC	COM	79466L302	27445	400885	SH		SOLE		377272	0	23613
SALESFORCE COM INC	COM	79466L302	17194	251147	SH		SOLE	2	0	0	251147
SALLY BEAUTY HLDGS INC	COM	79546E104	2275	86122	SH		SOLE		86122	0	0
SANCHEZ ENERGY CORP	COM	79970Y105	421	46647	SH		SOLE		46647	0	0
SANDERSON FARMS INC	COM	800013104	2752	29204	SH		SOLE		29204	0	0
SANDRIDGE ENERGY INC	COM NEW	80007P869	13	540	SH		OTR		0	540	0
SANDRIDGE ENERGY INC	COM NEW	80007P869	9	370	SH		SOLE		370	0	0
SANDRIDGE ENERGY INC	NOTE 10/0	80007PBC2	28	22591	PRN		OTR		0	22591	0
SANDY SPRING BANCORP INC	COM	800363103	840	21008	SH		SOLE		21008	0	0
SANFILIPPO JOHN B & SON INC	COM	800422107	357	5069	SH		SOLE		5069	0	0
SANGAMO BIOSCIENCES INC	COM	800677106	652	213766	SH		SOLE		213766	0	0
SANMINA CORPORATION	COM	801056102	8493	231729	SH		SOLE		231729	0	0
SANOFI	SPONSORED ADR	80105N105	1891	46750	SH		OTR		0	46750	0
SANTANDER CONSUMER USA HDG I	COM	80283M101	862	63845	SH		SOLE		63845	0	0
SAPIENS INTL CORP N V	SHS NEW	N7716A151	132	9210	SH		SOLE		9210	0	0
SAREPTA THERAPEUTICS INC	COM	803607100	24321	886642	SH		SOLE		886642	0	0
SAREPTA THERAPEUTICS INC	COM	803607100	1419	51728	SH		SOLE	2	51728	0	0
SAUL CTRS INC	COM	804395101	1017	15271	SH		SOLE		15271	0	0
SBA COMMUNICATIONS CORP	COM	78388J106	99549	964061	SH		SOLE		964061	0	0
SBA COMMUNICATIONS CORP	COM	78388J106	6915	66967	SH		SOLE	2	0	0	66967
SCANA CORP NEW	COM	80589M102	7248	98910	SH		SOLE		98910	0	0
SCANA CORP NEW	COM	80589M102	8222	112196	SH		SOLE	2	0	0	112196
SCANSOURCE INC	COM	806037107	527	13072	SH		SOLE		13072	0	0
SCHEIN HENRY INC	COM	806407102	5686	37479	SH		SOLE		37479	0	0
SCHEIN HENRY INC	COM	806407102	8336	54946	SH		SOLE	2	0	0	54946
SCHLUMBERGER LTD	COM	806857108	292051	3478868	SH		SOLE		3478868	0	0
SCHLUMBERGER LTD	COM	806857108	61281	729965	SH		SOLE	2	73743	0	656222
SCHNITZER STL INDS	CL A	806882106	368	14303	SH		SOLE		14303	0	0
SCHOLASTIC CORP	COM	807066105	694	14614	SH		SOLE		14614	0	0
SCHULMAN A INC	COM	808194104	509	15230	SH		SOLE		15230	0	0
SCHWAB CHARLES CORP NEW	COM	808513105	102434	2595238	SH		SOLE		2595238	0	0
SCHWAB CHARLES CORP NEW	COM	808513105	16492	417846	SH		SOLE	2	0	0	417846
SCHWEITZER-MAUDUIT INTL INC	COM	808541106	716	15728	SH		SOLE		15728	0	0
SCICLONE PHARMACEUTICALS INC	COM	80862K104	3765	348599	SH		SOLE		348599	0	0
SCIENCE APPLICATNS INTL CP N	COM	808625107	1927	22727	SH		SOLE		22727	0	0
SCIENTIFIC GAMES CORP	CL A	80874P109	1723	123082	SH		SOLE		123082	0	0
SCORPIO BULKERS INC	COM	Y7546A122	4636	918006	SH		SOLE		918006	0	0
SCORPIO TANKERS INC	SHS	Y7542C106	281	61997	SH		SOLE		61997	0	0
SCOTTS MIRACLE GRO CO	CL A	810186106	15425	161435	SH		SOLE		161435	0	0
SCRIPPS E W CO OHIO	CL A NEW	811054402	596	30826	SH		SOLE		30826	0	0
SCRIPPS NETWORKS INTERACT IN	CL A COM	811065101	66816	936198	SH		SOLE		936198	0	0
SCRIPPS NETWORKS INTERACT IN	CL A COM	811065101	4741	66427	SH		SOLE	2	0	0	66427
SEABOARD CORP	COM	811543107	537	136	SH		SOLE		136	0	0
SEACHANGE INTL INC	COM	811699107	16	7106	SH		SOLE		7106	0	0
SEACOAST BKG CORP FLA	COM NEW	811707801	387	17540	SH		SOLE		17540	0	0
SEACOR HOLDINGS INC	COM	811904101	606	8505	SH		SOLE		8505	0	0
SEADRILL LIMITED	OPTIONS	BRSCWH5H9	205	60000	SH	Put	OTR		0	60000	0
SEADRILL LIMITED	SHS	G7945E105	484	141838	SH		SOLE		141838	0	0
SEAGATE TECHNOLOGY PLC	SHS	G7945M107	238	6223	SH		SOLE		6223	0	0
SEAGATE TECHNOLOGY PLC	SHS	G7945M107	5387	141134	SH		SOLE	2	0	0	141134
SEALED AIR CORP NEW	COM	81211K100	6963	153568	SH		SOLE		129725	0	23843
SEALED AIR CORP NEW	COM	81211K100	5174	114107	SH		SOLE	2	0	0	114107
SEARS HLDGS CORP	COM	812350106	109	11719	SH		SOLE		11719	0	0
SEARS HOMETOWN & OUTLET STOR	COM	812362101	277	58986	SH		SOLE		58986	0	0
SEASPINE HLDGS CORP	COM	81255T108	831	105243	SH		SOLE		105243	0	0
SEATTLE GENETICS INC	COM	812578102	24707	468195	SH		SOLE		468195	0	0
SEATTLE GENETICS INC	COM	812578102	3092	58590	SH		SOLE	2	0	0	58590
SEAWORLD ENTMT INC	COM	81282V100	661	34905	SH		SOLE		34905	0	0
SECOND SIGHT MED PRODS INC	COM	81362J100	8	3830	SH		SOLE		3830	0	0
SECUREWORKS CORP	CL A	81374A105	19	1785	SH		SOLE		1785	0	0
SEI INVESTMENTS CO	COM	784117103	3855	78099	SH		SOLE		78099	0	0
SEI INVESTMENTS CO	COM	784117103	5417	109739	SH		SOLE	2	0	0	109739
SELECT COMFORT CORP	COM	81616X103	553	24444	SH		SOLE		24444	0	0
SELECT INCOME REIT	COM SH BEN INT	81618T100	2011	79803	SH		SOLE		79803	0	0
SELECT MED HLDGS CORP	COM	81619Q105	743	56065	SH		SOLE		56065	0	0
SELECT SECTOR SPDR TR	OPTIONS	81369Y100	24850	500000	SH	Call	SOLE		500000	0	0
SELECT SECTOR SPDR TR	OPTIONS	81369Y209	7583	110000	SH	Put	SOLE		110000	0	0
SELECT SECTOR SPDR TR	OPTIONS	81369Y506	9415	125000	SH	Call	SOLE		125000	0	0
SELECT SECTOR SPDR TR	OPTIONS	81369Y506	54230	720000	SH	Put	SOLE		720000	0	0
SELECT SECTOR SPDR TR	OPTIONS	81369Y605	112916	4856600	SH	Call	SOLE		4856600	0	0
SELECT SECTOR SPDR TR	OPTIONS	81369Y605	5813	250000	SH	Put	SOLE		250000	0	0
SELECT SECTOR SPDR TR	SBI INT-FINL	81369Y605	204326	8788221	SH		SOLE		8788221	0	0
SELECT SECTOR SPDR TR	OPTIONS	81369Y704	62220	1000000	SH	Call	SOLE		1000000	0	0
SELECT SECTOR SPDR TR	OPTIONS	81369Y704	33599	540000	SH	Put	SOLE		540000	0	0
SELECT SECTOR SPDR TR	OPTIONS	81369Y886	20157	415000	SH	Call	SOLE		415000	0	0
SELECT SECTOR SPDR TR	OPTIONS	81369Y886	48570	1000000	SH	Put	SOLE		1000000	0	0
SELECT SECTOR SPDR TR	SBI INT-UTILS	81369Y886	4808	99000	SH		SOLE		99000	0	0
SELECTA BIOSCIENCES INC	COM	816212104	33	1947	SH		SOLE		1947	0	0
SELECTIVE INS GROUP INC	COM	816300107	7726	179461	SH		SOLE		179461	0	0
SEMGROUP CORP	CL A	81663A105	1402	33584	SH		SOLE		33584	0	0
SEMPRA ENERGY	COM	816851109	126565	1257599	SH		SOLE		1257599	0	0
SEMPRA ENERGY	COM	816851109	12202	121246	SH		SOLE	2	0	0	121246
SEMTECH CORP	COM	816850101	8243	261262	SH		SOLE		261262	0	0
SENECA FOODS CORP NEW	CL A	817070501	153	3830	SH		SOLE		3830	0	0
SENIOR HSG PPTYS TR	SH BEN INT	81721M109	3450	182244	SH		SOLE		182244	0	0
SENOMYX INC	COM	81724Q107	7	7801	SH		SOLE		7801	0	0
SENSATA TECHNOLOGIES HLDG NV	SHS	N7902X106	2078	53345	SH		SOLE		28225	0	25120
SENSATA TECHNOLOGIES HLDG NV	SHS	N7902X106	3839	98567	SH		SOLE	2	0	0	98567
SENSEONICS HLDGS INC	COM	81727U105	24	9006	SH		SOLE		9006	0	0
SENSIENT TECHNOLOGIES CORP	COM	81725T100	3510	44668	SH		SOLE		44668	0	0
SEQUENTIAL BRNDS GROUP INC N	COM	81734P107	10964	2342778	SH		SOLE		2342778	0	0
SERES THERAPEUTICS INC	COM	81750R102	185	18700	SH		SOLE		18700	0	0
SERITAGE GROWTH PPTYS	CL A	81752R100	14504	339581	SH		SOLE		339581	0	0
SERVICE CORP INTL	COM	817565104	26021	916227	SH		SOLE		916227	0	0
SERVICE CORP INTL	COM	817565104	3607	127000	SH		SOLE	2	127000	0	0
SERVICEMASTER GLOBAL HLDGS I	COM	81761R109	11563	306966	SH		SOLE		289115	0	17851
SERVICENOW INC	COM	81762P102	7007	94254	SH		SOLE		94254	0	0
SERVICENOW INC	COM	81762P102	5803	78062	SH		SOLE	2	0	0	78062
SERVICESOURCE INTL INC	COM	81763U100	189	33255	SH		SOLE		33255	0	0
SERVISFIRST BANCSHARES INC	COM	81768T108	931	24856	SH		SOLE		24856	0	0
SHAKE SHACK INC	CL A	819047101	335	9357	SH		SOLE		9357	0	0
SHARPS COMPLIANCE CORP	COM	820017101	13	3499	SH		SOLE		3499	0	0
SHELL MIDSTREAM PARTNERS L P	UNIT LTD INT	822634101	22412	770421	SH		SOLE		770421	0	0
SHENANDOAH TELECOMMUNICATION	COM	82312B106	661	24207	SH		SOLE		24207	0	0
SHERWIN WILLIAMS CO	COM	824348106	115654	430357	SH		SOLE		430357	0	0
SHERWIN WILLIAMS CO	COM	824348106	13288	49444	SH		SOLE	2	0	0	49444
SHIP FINANCE INTERNATIONAL L	SHS	G81075106	355	23911	SH		SOLE		23911	0	0
SHIRE PLC	SPONSORED ADR	82481R106	20650	121200	SH		SOLE		121200	0	0
SHIRE PLC	SPONSORED ADR	82481R106	1408	8261	SH		SOLE	2	8261	0	0
SHOE CARNIVAL INC	COM	824889109	206	7619	SH		SOLE		7619	0	0
SHOPIFY INC	CL A	82509L107	4617	107700	SH		SOLE		107700	0	0
SHORE BANCSHARES INC	COM	825107105	125	8183	SH		SOLE		8183	0	0
SHORETEL INC	COM	825211105	3005	420321	SH		SOLE		420321	0	0
SHUTTERFLY INC	COM	82568P304	1890	37664	SH		SOLE		37664	0	0
SHUTTERSTOCK INC	COM	825690100	481	10112	SH		SOLE		10112	0	0
SI FINL GROUP INC MD	COM	78425V104	60	3910	SH		SOLE		3910	0	0
SIERRA BANCORP	COM	82620P102	195	7325	SH		SOLE		7325	0	0
SIGMA DESIGNS INC	COM	826565103	115	19115	SH		SOLE		19115	0	0
SIGNATURE BK NEW YORK N Y	COM	82669G104	7504	49960	SH		SOLE		49960	0	0
SIGNATURE BK NEW YORK N Y	COM	82669G104	4893	32575	SH		SOLE	2	0	0	32575
SIGNET JEWELERS LIMITED	SHS	G81276100	5647	59905	SH		SOLE		59905	0	0
SIGNET JEWELERS LIMITED	SHS	G81276100	4962	52644	SH		SOLE	2	0	0	52644
SILGAN HOLDINGS INC	COM	827048109	5466	106799	SH		SOLE		106799	0	0
SILICOM LTD	ORD	M84116108	88	2153	SH		SOLE		2153	0	0
SILICON LABORATORIES INC	COM	826919102	16757	257793	SH		SOLE		257793	0	0
SILICON MOTION TECHNOLOGY CO	SPONSORED ADR	82706C108	1238	29134	SH		SOLE		29134	0	0
SILVER BAY RLTY TR CORP	COM	82735Q102	728	42465	SH		SOLE		42465	0	0
SILVER SPRING NETWORKS INC	COM	82817Q103	619	46506	SH		SOLE		46506	0	0
SILVER WHEATON CORP	COM	828336107	24299	1257718	SH		SOLE		1257718	0	0
SILVERCREST ASSET MGMT GROUP	CL A	828359109	38	2889	SH		SOLE		2889	0	0
SIMMONS 1ST NATL CORP	CL A $1 PAR	828730200	961	15458	SH		SOLE		15458	0	0
SIMON PPTY GROUP INC NEW	COM	828806109	217320	1223167	SH		SOLE		1219827	0	3340
SIMON PPTY GROUP INC NEW	COM	828806109	22394	126043	SH		SOLE	2	0	0	126043
SIMPSON MANUFACTURING CO INC	COM	829073105	951	21737	SH		SOLE		21737	0	0
SINA CORP	OPTIONS	G81477104	152	2500	SH	Put	OTR		2500	0	0
SINA CORP	ORD	G81477104	17	280	SH		OTR		280	0	0
SINA CORP	ORD	G81477104	4715	77556	SH		SOLE		77556	0	0
SINCLAIR BROADCAST GROUP INC	CL A	829226109	4789	143597	SH		SOLE		143597	0	0
SIRIUS XM HLDGS INC	COM	82968B103	4779	1073867	SH		SOLE		1073867	0	0
SITEONE LANDSCAPE SUPPLY INC	COM	82982L103	277	7978	SH		SOLE		7978	0	0
SIX FLAGS ENTMT CORP NEW	COM	83001A102	2693	44920	SH		SOLE		44920	0	0
SJW GROUP	COM	784305104	798	14261	SH		SOLE		14261	0	0
SK TELECOM LTD	SPONSORED ADR	78440P108	9350	447370	SH		SOLE		447370	0	0
SKECHERS U S A INC	CL A	830566105	17261	702218	SH		SOLE		702218	0	0
SKECHERS U S A INC	CL A	830566105	248	10100	SH		SOLE	2	0	0	10100
SKYWEST INC	COM	830879102	979	26869	SH		SOLE		26869	0	0
SKYWORKS SOLUTIONS INC	COM	83088M102	29615	396664	SH		SOLE		396664	0	0
SKYWORKS SOLUTIONS INC	COM	83088M102	8389	112369	SH		SOLE	2	0	0	112369
SL GREEN RLTY CORP	COM	78440X101	12262	114016	SH		SOLE		114016	0	0
SL GREEN RLTY CORP	COM	78440X101	5637	52410	SH		SOLE	2	0	0	52410
SLM CORP	COM	78442P106	129100	11715087	SH		SOLE		11715087	0	0
SM ENERGY CO	COM	78454L100	14093	408727	SH		SOLE		408727	0	0
SM ENERGY CO	COM	78454L100	248	7200	SH		SOLE	2	0	0	7200
SMART & FINAL STORES INC	COM	83190B101	8248	584941	SH		SOLE		584941	0	0
SMART & FINAL STORES INC	COM	83190B101	120	8510	SH		SOLE	2	0	0	8510
SMART SAND INC	COM	83191H107	77	4673	SH		SOLE		4673	0	0
SMITH & WESSON HLDG CORP	COM	831756101	616	29205	SH		SOLE		29205	0	0
SMITH A O	COM	831865209	16966	358305	SH		SOLE		344892	0	13413
SMITH A O	COM	831865209	5527	116716	SH		SOLE	2	0	0	116716
SMITH MICRO SOFTWARE INC	COM NEW	832154207	5	3086	SH		SOLE		3086	0	0
SMUCKER J M CO	COM NEW	832696405	7260	56690	SH		SOLE		56690	0	0
SMUCKER J M CO	COM NEW	832696405	9901	77315	SH		SOLE	2	0	0	77315
SNAP ON INC	COM	833034101	19243	112357	SH		SOLE		112357	0	0
SNAP ON INC	COM	833034101	6847	39977	SH		SOLE	2	0	0	39977
SNYDERS-LANCE INC	COM	833551104	1647	42958	SH		SOLE		42958	0	0
SOLAREDGE TECHNOLOGIES INC	COM	83417M104	53	4302	SH		SOLE		4302	0	0
SOLITARIO EXPL & RTY CORP	COM	8342EP107	9	15315	SH		SOLE		15315	0	0
SONIC AUTOMOTIVE INC	CL A	83545G102	1614	70490	SH		SOLE		70490	0	0
SONIC CORP	COM	835451105	646	24358	SH		SOLE		24358	0	0
SONIC FDRY INC	COM NEW	83545R207	11	2214	SH		SOLE		2214	0	0
SONOCO PRODS CO	COM	835495102	3071	58273	SH		SOLE		58273	0	0
SONOMA PHARMACEUTICALS INC	*W EXP 01/21/202	83558L113	8	20202	SH		OTR		20202	0	0
SONUS NETWORKS INC	COM NEW	835916503	164	26030	SH		SOLE		26030	0	0
SORRENTO THERAPEUTICS INC	COM NEW	83587F202	74	15097	SH		SOLE		15097	0	0
SOTHEBYS	COM	835898107	1039	26078	SH		SOLE		26078	0	0
SOUTH JERSEY INDS INC	COM	838518108	9738	289039	SH		SOLE		289039	0	0
SOUTH ST CORP	COM	840441109	1315	15044	SH		SOLE		15044	0	0
SOUTHERN CO	COM	842587107	3730	75835	SH		SOLE		75835	0	0
SOUTHERN CO	COM	842587107	22209	451500	SH		SOLE	2	0	0	451500
SOUTHERN COPPER CORP	COM	84265V105	7967	249449	SH		SOLE		249449	0	0
SOUTHERN FIRST BANCSHARES IN	COM	842873101	76	2117	SH		SOLE		2117	0	0
SOUTHERN MO BANCORP INC	COM	843380106	74	2097	SH		SOLE		2097	0	0
SOUTHERN NATL BANCORP OF VA	COM	843395104	65	3965	SH		SOLE		3965	0	0
SOUTHSIDE BANCSHARES INC	COM	84470P109	523	13889	SH		SOLE		13889	0	0
SOUTHWEST AIRLS CO	COM	844741108	170651	3423967	SH		SOLE		3423967	0	0
SOUTHWEST AIRLS CO	COM	844741108	6052	121429	SH		SOLE	2	0	0	121429
SOUTHWEST BANCORP INC OKLA	COM	844767103	296	10208	SH		SOLE		10208	0	0
SOUTHWEST GAS CORP	COM	844895102	9280	121118	SH		SOLE		121118	0	0
SOUTHWESTERN ENERGY CO	COM	845467109	2873	265486	SH		SOLE		265486	0	0
SOUTHWESTERN ENERGY CO	COM	845467109	3015	278665	SH		SOLE	2	0	0	278665
SP PLUS CORP	COM	78469C103	260	9224	SH		SOLE		9224	0	0
SPANISH BROADCASTING SYS INC	CL A NEW	846425833	5	1474	SH		SOLE		1474	0	0
SPAR GROUP INC	COM	784933103	3	3165	SH		SOLE		3165	0	0
SPARK ENERGY INC	CL A COM	846511103	742	24483	SH		SOLE		24483	0	0
SPARK THERAPEUTICS INC	COM	84652J103	5068	101569	SH		SOLE		101569	0	0
SPARK THERAPEUTICS INC	COM	84652J103	1272	25500	SH		SOLE	2	25500	0	0
SPARTAN MTRS INC	COM	846819100	162	17546	SH		SOLE		17546	0	0
SPARTANNASH CO	COM	847215100	2988	75568	SH		SOLE		75568	0	0
SPARTON CORP	COM	847235108	82	3450	SH		SOLE		3450	0	0
SPDR GOLD TRUST	GOLD SHS	78463V107	1110449	10130906	SH		SOLE		10130906	0	0
SPDR GOLD TRUST	OPTIONS	78463V107	470261	4290300	SH	Call	SOLE		4290300	0	0
SPDR INDEX SHS FDS	OPTIONS	78463X202	1078	32200	SH	Call	OTR		32200	0	0
SPDR INDEX SHS FDS	OPTIONS	78463X202	365	10900	SH	Put	OTR		10900	0	0
SPDR S&P 500 ETF TR	OPTIONS	78462F103	3155707	14117600	SH	Call	SOLE		14117600	0	0
SPDR S&P 500 ETF TR	OPTIONS	78462F103	330824	1480000	SH	Put	SOLE		1465000	0	15000
SPDR S&P 500 ETF TR	TR UNIT	78462F103	224	1000	SH		OTR		1000	0	0
SPDR SER TR	BLOOMBERG SRT TR	78468R408	1329	48000	SH		SOLE		48000	0	0
SPDR SERIES TRUST	NUV HGHYLD MUN	78464A284	5597	100000	SH		SOLE		100000	0	0
SPDR SERIES TRUST	BLOOMBERG BRCLYS	78464A417	370042	10152034	SH		SOLE		10152034	0	0
SPDR SERIES TRUST	BLOMBERG INTL TR	78464A516	3549	136622	SH		SOLE		136622	0	0
SPDR SERIES TRUST	OPTIONS	78464A714	19307	438100	SH	Call	SOLE		438100	0	0
SPDR SERIES TRUST	OPTIONS	78464A714	96478	2189200	SH	Put	SOLE		2189200	0	0
SPDR SERIES TRUST	OPTIONS	78464A730	11370	274500	SH	Call	SOLE		274500	0	0
SPDR SERIES TRUST	OPTIONS	78464A730	273	6600	SH	Put	SOLE		0	0	6600
SPDR SERIES TRUST	S&P OILGAS EXP	78464A730	11027	266215	SH		SOLE		266215	0	0
SPECTRA ENERGY CORP	COM	847560109	96781	2355331	SH		SOLE		2355331	0	0
SPECTRA ENERGY CORP	COM	847560109	12164	296040	SH		SOLE	2	0	0	296040
SPECTRANETICS CORP	COM	84760C107	565	23068	SH		SOLE		23068	0	0
SPECTRUM BRANDS HLDGS INC	COM	84763R101	1794	14668	SH		SOLE		14668	0	0
SPECTRUM BRANDS HLDGS INC	COM	84763R101	4505	36829	SH		SOLE	2	0	0	36829
SPECTRUM PHARMACEUTICALS INC	COM	84763A108	824	185952	SH		SOLE		185952	0	0
SPEEDWAY MOTORSPORTS INC	COM	847788106	125	5765	SH		SOLE		5765	0	0
SPIRE INC	COM	84857L101	3319	51425	SH		SOLE		51425	0	0
SPIRIT AEROSYSTEMS HLDGS INC	COM CL A	848574109	8054	138023	SH		SOLE		138023	0	0
SPIRIT AIRLS INC	COM	848577102	2401	41495	SH		SOLE		41495	0	0
SPIRIT RLTY CAP INC NEW	COM	84860W102	6261	576490	SH		SOLE		576490	0	0
SPLUNK INC	COM	848637104	4045	79082	SH		SOLE		79082	0	0
SPOK HLDGS INC	COM	84863T106	232	11171	SH		SOLE		11171	0	0
SPORTSMANS WHSE HLDGS INC	COM	84920Y106	129	13771	SH		SOLE		13771	0	0
SPRINT CORP	COM SER 1	85207U105	3695	438875	SH		SOLE		438875	0	0
SPRINT CORP	COM SER 1	85207U105	4393	521735	SH		SOLE	2	0	0	521735
SPROTT PHYSICAL SILVER TR	TR UNIT	85207K107	1139	187400	SH		SOLE		187400	0	0
SPROUTS FMRS MKT INC	COM	85208M102	1540	81392	SH		SOLE		81392	0	0
SPS COMM INC	COM	78463M107	619	8851	SH		SOLE		8851	0	0
SPX CORP	COM	784635104	8851	373159	SH		SOLE		373159	0	0
SPX FLOW INC	COM	78469X107	616	19218	SH		SOLE		19218	0	0
SQUARE INC	CL A	852234103	58311	4278152	SH		SOLE		4278152	0	0
SS&C TECHNOLOGIES HLDGS INC	COM	78467J100	3381	118223	SH		SOLE		99875	0	18348
ST JOE CO	COM	790148100	143352	7544829	SH		SOLE		7544829	0	0
ST JUDE MED INC	COM	790849103	10015	125159	SH		SOLE		125159	0	0
ST JUDE MED INC	COM	790849103	392	4896	SH		OTR		4896	0	0
STAAR SURGICAL CO	COM PAR $0.01	852312305	212	19517	SH		SOLE		19517	0	0
STAG INDL INC	COM	85254J102	21413	897073	SH		SOLE		897073	0	0
STAGE STORES INC	COM NEW	85254C305	58	13221	SH		SOLE		13221	0	0
STAMPS COM INC	COM NEW	852857200	994	8673	SH		SOLE		8673	0	0
STANDARD MTR PRODS INC	COM	853666105	583	10949	SH		SOLE		10949	0	0
STANDEX INTL CORP	COM	854231107	601	6846	SH		SOLE		6846	0	0
STANLEY BLACK & DECKER INC	COM	854502101	23664	206332	SH		SOLE		206332	0	0
STANLEY BLACK & DECKER INC	COM	854502101	10506	91601	SH		SOLE	2	0	0	91601
STAPLES INC	COM	855030102	5392	595756	SH		SOLE		595756	0	0
STAPLES INC	COM	855030102	4364	482178	SH		SOLE	2	0	0	482178
STARBUCKS CORP	COM	855244109	81743	1472319	SH		SOLE		1443814	0	28505
STARBUCKS CORP	COM	855244109	47260	851219	SH		SOLE	2	0	0	851219
STARTEK INC	COM	85569C107	28	3340	SH		SOLE		3340	0	0
STARWOOD PPTY TR INC	COM	85571B105	53972	2458858	SH		SOLE		2458858	0	0
STATE AUTO FINL CORP	COM	855707105	233	8685	SH		SOLE		8685	0	0
STATE BK FINL CORP	COM	856190103	513	19083	SH		SOLE		19083	0	0
STATE NATL COS INC	COM	85711T305	237	17102	SH		SOLE		17102	0	0
STATE STR CORP	COM	857477103	2440	31390	SH		OTR		0	31390	0
STATE STR CORP	COM	857477103	2154	27716	SH		SOLE		27716	0	0
STATE STR CORP	COM	857477103	15652	201395	SH		SOLE	2	0	0	201395
