COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
MERCK & CO INC	COM	58933Y105	42828	510769	SH		SOLE		510769	0	0
MERCURY GENL CORP NEW	COM	589400100	15934	254938	SH		SOLE		254938	0	0
MERCURY SYS INC	COM	589378108	507	7208	SH		SOLE		7208	0	0
MEREDITH CORP	COM	589433101	23308	423325	SH		SOLE		423325	0	0
MERIT MED SYS INC	COM	589889104	430	7228	SH		SOLE		7228	0	0
MERITAGE HOMES CORP	COM	59001A102	262	5094	SH		SOLE		5094	0	0
MERITOR INC	COM	59001K100	206	8512	SH		SOLE		8512	0	0
METLIFE INC	COM	59156R108	13225	266265	SH		SOLE		266265	0	0
METTLER TOLEDO INTERNATIONAL	COM	592688105	5640	6714	SH		SOLE		6714	0	0
MFA FINL INC	COM	55272X102	713	99251	SH		SOLE		99251	0	0
MGE ENERGY INC	COM	55277P104	270	3700	SH		SOLE		3700	0	0
MGIC INVT CORP WIS	COM	552848103	1080	82198	SH		SOLE		82198	0	0
MGM RESORTS INTERNATIONAL	COM	552953101	1630	57037	SH		SOLE		57037	0	0
MICROCHIP TECHNOLOGY INC	COM	595017104	15570	179589	SH		SOLE		179589	0	0
MICRON TECHNOLOGY INC	COM	595112103	34149	884920	SH		SOLE		884920	0	0
MICROSOFT CORP	COM	594918104	716385	5347756	SH		SOLE		5347756	0	0
MID AMER APT CMNTYS INC	COM	59522J103	7029	59690	SH		SOLE		59690	0	0
MIDDLESEX WATER CO	COM	596680108	11715	197719	SH		SOLE		197719	0	0
MILLER HERMAN INC	COM	600544100	494	11062	SH		SOLE		11062	0	0
MINERALS TECHNOLOGIES INC	COM	603158106	467	8733	SH		SOLE		8733	0	0
MINERVA NEUROSCIENCES INC	COM	603380106	82	14633	SH		SOLE		14633	0	0
MIRATI THERAPEUTICS INC	COM	60468T105	1318	12795	SH		SOLE		12795	0	0
MKS INSTRUMENT INC	COM	55306N104	715	9177	SH		SOLE		9177	0	0
MOHAWK INDS INC	COM	608190104	999	6774	SH		SOLE		6774	0	0
MOLINA HEALTHCARE INC	COM	60855R100	933	6520	SH		SOLE		6520	0	0
MOLSON COORS BREWING CO	CL B	60871R209	1157	20659	SH		SOLE		20659	0	0
MOMENTA PHARMACEUTICALS INC	COM	60877T100	522	41921	SH		SOLE		41921	0	0
MONDELEZ INTL INC	CL A	609207105	51908	963043	SH		SOLE		963043	0	0
MONOLITHIC PWR SYS INC	COM	609839105	908	6689	SH		SOLE		6689	0	0
MONRO INC	COM	610236101	369	4329	SH		SOLE		4329	0	0
MONSTER BEVERAGE CORP NEW	COM	61174X109	22795	357125	SH		SOLE		357125	0	0
MOODYS CORP	COM	615369105	7703	39438	SH		SOLE		39438	0	0
MOOG INC	CL A	615394202	420	4491	SH		SOLE		4491	0	0
MORGAN STANLEY	COM NEW	617446448	15129	345326	SH		SOLE		345326	0	0
MORNINGSTAR INC	COM	617700109	331	2290	SH		SOLE		2290	0	0
MOSAIC CO NEW	COM	61945C103	3955	158008	SH		SOLE		158008	0	0
MOTOROLA SOLUTIONS INC	COM NEW	620076307	7334	43989	SH		SOLE		43989	0	0
MSA SAFETY INC	COM	553498106	25144	238582	SH		SOLE		238582	0	0
MSC INDL DIRECT INC	CL A	553530106	11759	158354	SH		SOLE		158354	0	0
MSCI INC	COM	55354G100	4836	20252	SH		SOLE		20252	0	0
MUELLER INDS INC	COM	624756102	232	7933	SH		SOLE		7933	0	0
MUELLER WTR PRODS INC	COM SER A	624758108	161	16388	SH		SOLE		16388	0	0
MURPHY OIL CORP	COM	626717102	547	22191	SH		SOLE		22191	0	0
MURPHY USA INC	COM	626755102	482	5741	SH		SOLE		5741	0	0
MYLAN N V	SHS EURO	N59465109	9660	507328	SH		SOLE		507328	0	0
MYOKARDIA INC	COM	62857M105	855	17055	SH		SOLE		17055	0	0
MYRIAD GENETICS INC	COM	62855J104	905	32582	SH		SOLE		32582	0	0
NABORS INDUSTRIES LTD	SHS	G6359F103	83	28572	SH		SOLE		28572	0	0
NANOSTRING TECHNOLOGIES INC	COM	63009R109	394	12988	SH		SOLE		12988	0	0
NASDAQ INC	COM	631103108	5229	54368	SH		SOLE		54368	0	0
NATIONAL FUEL GAS CO N J	COM	636180101	11626	220395	SH		SOLE		220395	0	0
NATIONAL HEALTH INVS INC	COM	63633D104	12537	160669	SH		SOLE		160669	0	0
NATIONAL HEALTHCARE CORP	COM	635906100	11582	142725	SH		SOLE		142725	0	0
NATIONAL INSTRS CORP	COM	636518102	396	9425	SH		SOLE		9425	0	0
NATIONAL OILWELL VARCO INC	COM	637071101	3846	173020	SH		SOLE		173020	0	0
NATIONAL RETAIL PPTYS INC	COM	637417106	15787	297810	SH		SOLE		297810	0	0
NATIONAL STORAGE AFFILIATES	COM SHS BEN IN	637870106	221	7628	SH		SOLE		7628	0	0
NATIONAL VISION HLDGS INC	COM	63845R107	214	6968	SH		SOLE		6968	0	0
NAVIENT CORPORATION	COM	63938C108	599	43879	SH		SOLE		43879	0	0
NBT BANCORP INC	COM	628778102	217	5776	SH		SOLE		5776	0	0
NCR CORP NEW	COM	62886E108	479	15391	SH		SOLE		15391	0	0
NEKTAR THERAPEUTICS	COM	640268108	2622	73689	SH		SOLE		73689	0	0
NEOGEN CORP	COM	640491106	502	8090	SH		SOLE		8090	0	0
NEOGENOMICS INC	COM NEW	64049M209	255	11631	SH		SOLE		11631	0	0
NETAPP INC	COM	64110D104	12929	209545	SH		SOLE		209545	0	0
NETEASE INC	SPONSORED ADR	64110W102	10426	40763	SH		SOLE		40763	0	0
NETFLIX INC	COM	64110L106	113809	309836	SH		SOLE		309836	0	0
NETSCOUT SYS INC	COM	64115T104	432	17020	SH		SOLE		17020	0	0
NEUROCRINE BIOSCIENCES INC	COM	64125C109	2437	28862	SH		SOLE		28862	0	0
NEVRO CORP	COM	64157F103	200	3088	SH		SOLE		3088	0	0
NEW JERSEY RES	COM	646025106	25662	515602	SH		SOLE		515602	0	0
NEW RELIC INC	COM	64829B100	607	7012	SH		SOLE		7012	0	0
NEW RESIDENTIAL INVT CORP	COM NEW	64828T201	1408	91498	SH		SOLE		91498	0	0
NEW YORK CMNTY BANCORP INC	COM	649445103	956	95795	SH		SOLE		95795	0	0
NEW YORK MTG TR INC	COM PAR $.02	649604501	149	24006	SH		SOLE		24006	0	0
NEW YORK TIMES CO	CL A	650111107	844	25877	SH		SOLE		25877	0	0
NEWELL BRANDS INC	COM	651229106	663	42980	SH		SOLE		42980	0	0
NEWMARK GROUP INC	CL A	65158N102	142	15829	SH		SOLE		15829	0	0
NEWMARKET CORP	COM	651587107	495	1234	SH		SOLE		1234	0	0
NEWMONT GOLDCORP CORPORATION	COM	651639106	5324	138406	SH		SOLE		138406	0	0
NEWPARK RES INC	COM PAR $.01NEW	651718504	89	12047	SH		SOLE		12047	0	0
NEWS CORP NEW	CL A	65249B109	3372	249947	SH		SOLE		249947	0	0
NEWS CORP NEW	CL B	65249B208	194	13866	SH		SOLE		13866	0	0
NEXSTAR MEDIA GROUP INC	CL A	65336K103	502	4974	SH		SOLE		4974	0	0
NEXTERA ENERGY INC	COM	65339F101	11706	57140	SH		SOLE		57140	0	0
NIELSEN HLDGS PLC	SHS EUR	G6518L108	899	39784	SH		SOLE		39784	0	0
NIKE INC	CL B	654106103	23683	282112	SH		SOLE		282112	0	0
NISOURCE INC	COM	65473P105	1283	44540	SH		SOLE		44540	0	0
NMI HLDGS INC	CL A	629209305	244	8605	SH		SOLE		8605	0	0
NOBLE CORP PLC	SHS USD	G65431101	64	34236	SH		SOLE		34236	0	0
NOBLE ENERGY INC	COM	655044105	4151	185299	SH		SOLE		185299	0	0
NORDIC AMERICAN TANKERS LIMI	COM	G65773106	35	14862	SH		SOLE		14862	0	0
NORDSON CORP	COM	655663102	12845	90896	SH		SOLE		90896	0	0
NORDSTROM INC	COM	655664100	785	24643	SH		SOLE		24643	0	0
NORFOLK SOUTHERN CORP	COM	655844108	9570	48012	SH		SOLE		48012	0	0
NORTHERN OIL & GAS INC NEV	COM	665531109	40	20600	SH		SOLE		20600	0	0
NORTHERN TR CORP	COM	665859104	4688	52087	SH		SOLE		52087	0	0
NORTHROP GRUMMAN CORP	COM	666807102	9881	30582	SH		SOLE		30582	0	0
NORTHWEST BANCSHARES INC MD	COM	667340103	232	13185	SH		SOLE		13185	0	0
NORTHWEST NAT HLDG CO	COM	66765N105	12552	180606	SH		SOLE		180606	0	0
NORTHWESTERN CORP	COM NEW	668074305	12706	176111	SH		SOLE		176111	0	0
NORWEGIAN CRUISE LINE HLDG L	SHS	G66721104	3877	72298	SH		SOLE		72298	0	0
NOVANTA INC	COM	67000B104	327	3465	SH		SOLE		3465	0	0
NOVOCURE LTD	ORD SHS	G6674U108	2260	35744	SH		SOLE		35744	0	0
NOW INC	COM	67011P100	297	20125	SH		SOLE		20125	0	0
NRG ENERGY INC	COM NEW	629377508	3061	87156	SH		SOLE		87156	0	0
NU SKIN ENTERPRISES INC	CL A	67018T105	13251	268675	SH		SOLE		268675	0	0
NUANCE COMMUNICATIONS INC	COM	67020Y100	224	14009	SH		SOLE		14009	0	0
NUCOR CORP	COM	670346105	84949	1541732	SH		SOLE		1541732	0	0
NUVASIVE INC	COM	670704105	634	10834	SH		SOLE		10834	0	0
NVENT ELECTRIC PLC	SHS	G6700G107	11602	467995	SH		SOLE		467995	0	0
NVIDIA CORP	COM	67066G104	75888	462085	SH		SOLE		462085	0	0
NVR INC	COM	62944T105	940	279	SH		SOLE		279	0	0
NXP SEMICONDUCTORS N V	COM	N6596X109	17936	183756	SH		SOLE		183756	0	0
O REILLY AUTOMOTIVE INC NEW	COM	67103H107	19377	52467	SH		SOLE		52467	0	0
OASIS PETE INC NEW	COM	674215108	371	65385	SH		SOLE		65385	0	0
OCCIDENTAL PETE CORP	COM	674599105	8709	173204	SH		SOLE		173204	0	0
OCEANEERING INTL INC	COM	675232102	489	23960	SH		SOLE		23960	0	0
OCULAR THERAPEUTIX INC	COM	67576A100	72	16280	SH		SOLE		16280	0	0
OCWEN FINL CORP	COM NEW	675746309	26	12452	SH		SOLE		12452	0	0
OFFICE DEPOT INC	COM	676220106	153	74134	SH		SOLE		74134	0	0
OGE ENERGY CORP	COM	670837103	1155	27138	SH		SOLE		27138	0	0
OKTA INC	CL A	679295105	616	4990	SH		SOLE		4990	0	0
OLD DOMINION FREIGHT LINE IN	COM	679580100	882	5910	SH		SOLE		5910	0	0
OLD NATL BANCORP IND	COM	680033107	337	20312	SH		SOLE		20312	0	0
OLD REP INTL CORP	COM	680223104	14921	666728	SH		SOLE		666728	0	0
OLIN CORP	COM PAR $1	680665205	513	23392	SH		SOLE		23392	0	0
OLLIES BARGAIN OUTLT HLDGS I	COM	681116109	840	9647	SH		SOLE		9647	0	0
OMEGA HEALTHCARE INVS INC	COM	681936100	15484	421324	SH		SOLE		421324	0	0
OMEROS CORP	COM	682143102	302	19244	SH		SOLE		19244	0	0
OMNICELL INC	COM	68213N109	455	5286	SH		SOLE		5286	0	0
OMNICOM GROUP INC	COM	681919106	4838	59039	SH		SOLE		59039	0	0
ON SEMICONDUCTOR CORP	COM	682189105	747	36976	SH		SOLE		36976	0	0
ONE GAS INC	COM	68235P108	14308	158447	SH		SOLE		158447	0	0
ONEMAIN HLDGS INC	COM	68268W103	318	9397	SH		SOLE		9397	0	0
ONEOK INC NEW	COM	682680103	5488	79755	SH		SOLE		79755	0	0
OPKO HEALTH INC	COM	68375N103	546	223648	SH		SOLE		223648	0	0
OPTINOSE INC	COM	68404V100	100	14075	SH		SOLE		14075	0	0
ORACLE CORP	COM	68389X105	25581	449026	SH		SOLE		449026	0	0
ORGANOVO HLDGS INC	COM	68620A104	7	12732	SH		SOLE		12732	0	0
ORMAT TECHNOLOGIES INC	COM	686688102	267	4218	SH		SOLE		4218	0	0
OSHKOSH CORP	COM	688239201	493	5907	SH		SOLE		5907	0	0
OSI SYSTEMS INC	COM	671044105	254	2259	SH		SOLE		2259	0	0
OTTER TAIL CORP	COM	689648103	220	4175	SH		SOLE		4175	0	0
OUTFRONT MEDIA INC	COM	69007J106	805	31228	SH		SOLE		31228	0	0
OVERSTOCK COM INC DEL	COM	690370101	1449	106548	SH		SOLE		106548	0	0
OWENS ILL INC	COM NEW	690768403	228	13193	SH		SOLE		13193	0	0
PACCAR INC	COM	693718108	19621	273809	SH		SOLE		273809	0	0
PACIFIC BIOSCIENCES CALIF IN	COM	69404D108	358	59204	SH		SOLE		59204	0	0
PACIRA BIOSCIENCES	COM	695127100	708	16276	SH		SOLE		16276	0	0
PACKAGING CORP AMER	COM	695156109	3397	35637	SH		SOLE		35637	0	0
PACWEST BANCORP DEL	COM	695263103	945	24332	SH		SOLE		24332	0	0
PALATIN TECHNOLOGIES INC	COM PAR $ .01	696077403	25	21469	SH		SOLE		21469	0	0
PALO ALTO NETWORKS INC	COM	697435105	939	4610	SH		SOLE		4610	0	0
PARAMOUNT GROUP INC	COM	69924R108	622	44421	SH		SOLE		44421	0	0
PARATEK PHARMACEUTICALS INC	COM	699374302	51	12870	SH		SOLE		12870	0	0
PARK HOTELS RESORTS INC	COM	700517105	1224	44397	SH		SOLE		44397	0	0
PARKER HANNIFIN CORP	COM	701094104	4965	29207	SH		SOLE		29207	0	0
PARSLEY ENERGY INC	CL A	701877102	282	14821	SH		SOLE		14821	0	0
PATTERSON COMPANIES INC	COM	703395103	397	17340	SH		SOLE		17340	0	0
PATTERSON UTI ENERGY INC	COM	703481101	326	28327	SH		SOLE		28327	0	0
PAYCHEX INC	COM	704326107	22271	270643	SH		SOLE		270643	0	0
PAYCOM SOFTWARE INC	COM	70432V102	535	2361	SH		SOLE		2361	0	0
PAYLOCITY HLDG CORP	COM	70438V106	288	3067	SH		SOLE		3067	0	0
PAYPAL HLDGS INC	COM	70450Y103	91015	795168	SH		SOLE		795168	0	0
PBF ENERGY INC	CL A	69318G106	511	16326	SH		SOLE		16326	0	0
PDC ENERGY INC	COM	69327R101	456	12650	SH		SOLE		12650	0	0
PDL BIOPHARMA INC	COM	69329Y104	157	50043	SH		SOLE		50043	0	0
PEABODY ENERGY CORP NEW	COM	704551100	319	13254	SH		SOLE		13254	0	0
PEBBLEBROOK HOTEL TR	COM	70509V100	1489	52854	SH		SOLE		52854	0	0
PENN NATL GAMING INC	COM	707569109	388	20151	SH		SOLE		20151	0	0
PENNEY J C CORP INC	COM	708160106	51	44341	SH		SOLE		44341	0	0
PENTAIR PLC	SHS	G7S00T104	85026	2285632	SH		SOLE		2285632	0	0
PEOPLES UTD FINL INC	COM	712704105	86037	5127373	SH		SOLE		5127373	0	0
PEPSICO INC	COM	713448108	211929	1616171	SH		SOLE		1616171	0	0
PERFORMANCE FOOD GROUP CO	COM	71377A103	447	11165	SH		SOLE		11165	0	0
PERKINELMER INC	COM	714046109	1191	12358	SH		SOLE		12358	0	0
PERRIGO CO PLC	SHS	G97822103	782	16427	SH		SOLE		16427	0	0
PERSPECTA INC	COM	715347100	772	32966	SH		SOLE		32966	0	0
PETIQ INC	COM CL A	71639T106	270	8204	SH		SOLE		8204	0	0
PETMED EXPRESS INC	COM	716382106	998	63703	SH		SOLE		63703	0	0
PFIZER INC	COM	717081103	41558	959315	SH		SOLE		959315	0	0
PHILIP MORRIS INTL INC	COM	718172109	14936	190198	SH		SOLE		190198	0	0
PHILLIPS 66	COM	718546104	8923	95388	SH		SOLE		95388	0	0
PHYSICIANS RLTY TR	COM	71943U104	1048	60090	SH		SOLE		60090	0	0
PIEDMONT OFFICE REALTY TR IN	COM CL A	720190206	818	41042	SH		SOLE		41042	0	0
PINNACLE FINL PARTNERS INC	COM	72346Q104	851	14797	SH		SOLE		14797	0	0
PINNACLE WEST CAP CORP	COM	723484101	2304	24490	SH		SOLE		24490	0	0
PIONEER NAT RES CO	COM	723787107	7205	46827	SH		SOLE		46827	0	0
PITNEY BOWES INC	COM	724479100	109	25397	SH		SOLE		25397	0	0
PLANET FITNESS INC	CL A	72703H101	708	9773	SH		SOLE		9773	0	0
PLANTRONICS INC NEW	COM	727493108	288	7783	SH		SOLE		7783	0	0
PLEXUS CORP	COM	729132100	241	4130	SH		SOLE		4130	0	0
PLUG POWER INC	COM NEW	72919P202	51	22651	SH		SOLE		22651	0	0
PNC FINL SVCS GROUP INC	COM	693475105	17073	124366	SH		SOLE		124366	0	0
PNM RES INC	COM	69349H107	803	15774	SH		SOLE		15774	0	0
POLARIS INDS INC	COM	731068102	12397	135888	SH		SOLE		135888	0	0
POLYONE CORP	COM	73179P106	612	19501	SH		SOLE		19501	0	0
POOL CORPORATION	COM	73278L105	625	3274	SH		SOLE		3274	0	0
POPULAR INC	COM NEW	733174700	657	12106	SH		SOLE		12106	0	0
PORTLAND GEN ELEC CO	COM NEW	736508847	12920	238507	SH		SOLE		238507	0	0
PORTOLA PHARMACEUTICALS INC	COM	737010108	772	28439	SH		SOLE		28439	0	0
POST HLDGS INC	COM	737446104	573	5507	SH		SOLE		5507	0	0
POTLATCHDELTIC CORPORATION	COM	737630103	1062	27245	SH		SOLE		27245	0	0
POWER INTEGRATIONS INC	COM	739276103	311	3876	SH		SOLE		3876	0	0
PPG INDS INC	COM	693506107	88217	755861	SH		SOLE		755861	0	0
PPL CORP	COM	69351T106	4514	145568	SH		SOLE		145568	0	0
PRA GROUP INC	COM	69354N106	329	11695	SH		SOLE		11695	0	0
PRA HEALTH SCIENCES INC	COM	69354M108	2508	25291	SH		SOLE		25291	0	0
PRESTIGE CONSMR HEALTHCARE I	COM	74112D101	345	10887	SH		SOLE		10887	0	0
PRICE T ROWE GROUP INC	COM	74144T108	95178	867545	SH		SOLE		867545	0	0
PRIMERICA INC	COM	74164M108	1587	13231	SH		SOLE		13231	0	0
PRINCIPAL FINL GROUP INC	COM	74251V102	4916	84869	SH		SOLE		84869	0	0
PROASSURANCE CORP	COM	74267C106	503	13919	SH		SOLE		13919	0	0
PROCTER AND GAMBLE CO	COM	742718109	138970	1267395	SH		SOLE		1267395	0	0
PROGENICS PHARMACEUTICALS IN	COM	743187106	223	36100	SH		SOLE		36100	0	0
PROGRESS SOFTWARE CORP	COM	743312100	262	6017	SH		SOLE		6017	0	0
PROGRESSIVE CORP OHIO	COM	743315103	14591	182547	SH		SOLE		182547	0	0
PROLOGIS INC	COM	74340W103	20068	250539	SH		SOLE		250539	0	0
PROOFPOINT INC	COM	743424103	322	2674	SH		SOLE		2674	0	0
PROPETRO HLDG CORP	COM	74347M108	200	9647	SH		SOLE		9647	0	0
PROQR THRAPEUTICS N V	SHS EURO	N71542109	103	11345	SH		SOLE		11345	0	0
PROS HOLDINGS INC	COM	74346Y103	212	3354	SH		SOLE		3354	0	0
PROSHARES TR	DJ BRKFLD GLB	74347B508	1112	24651	SH		SOLE		24651	0	0
PROSHARES TR	HD REPLICATION	74347X294	1375	30318	SH		SOLE		30318	0	0
PROSHARES TR	MANAGED FUT	74347B532	1228	31094	SH		SOLE		31094	0	0
PROSHARES TR	MERGER ETF	74348A566	1874	49991	SH		SOLE		49991	0	0
PROSHARES TR	RAFI LG SHT FD	74347X310	767	22057	SH		SOLE		22057	0	0
PROSPERITY BANCSHARES INC	COM	743606105	12628	191195	SH		SOLE		191195	0	0
PROTEOSTASIS THERAPEUTICS IN	COM	74373B109	18	18559	SH		SOLE		18559	0	0
PROTHENA CORP PLC	SHS	G72800108	168	15886	SH		SOLE		15886	0	0
PROTO LABS INC	COM	743713109	422	3641	SH		SOLE		3641	0	0
PROVIDENT FINL SVCS INC	COM	74386T105	200	8266	SH		SOLE		8266	0	0
PRUDENTIAL FINL INC	COM	744320102	11868	117502	SH		SOLE		117502	0	0
PS BUSINESS PKS INC CALIF	COM	69360J107	623	3699	SH		SOLE		3699	0	0
PTC INC	COM	69370C100	1184	13195	SH		SOLE		13195	0	0
PTC THERAPEUTICS INC	COM	69366J200	1013	22511	SH		SOLE		22511	0	0
PUBLIC STORAGE	COM	74460D109	14811	62187	SH		SOLE		62187	0	0
PUBLIC SVC ENTERPRISE GRP IN	COM	744573106	3551	60374	SH		SOLE		60374	0	0
PULTE GROUP INC	COM	745867101	3361	106285	SH		SOLE		106285	0	0
PUMA BIOTECHNOLOGY INC	COM	74587V107	183	14360	SH		SOLE		14360	0	0
PVH CORP	COM	693656100	780	8237	SH		SOLE		8237	0	0
Q2 HLDGS INC	COM	74736L109	303	3963	SH		SOLE		3963	0	0
QEP RES INC	COM	74733V100	234	32383	SH		SOLE		32383	0	0
QORVO INC	COM	74736K101	4038	60619	SH		SOLE		60619	0	0
QTS RLTY TR INC	COM CL A	74736A103	249	5396	SH		SOLE		5396	0	0
QUAKER CHEM CORP	COM	747316107	11502	56694	SH		SOLE		56694	0	0
QUALCOMM INC	COM	747525103	70152	922206	SH		SOLE		922206	0	0
QUALYS INC	COM	74758T303	399	4580	SH		SOLE		4580	0	0
QUANTA SVCS INC	COM	74762E102	2526	66136	SH		SOLE		66136	0	0
QUANTERIX CORP	COM	74766Q101	253	7502	SH		SOLE		7502	0	0
QUEST DIAGNOSTICS INC	COM	74834L100	1796	17642	SH		SOLE		17642	0	0
QUIDEL CORP	COM	74838J101	215	3625	SH		SOLE		3625	0	0
QURATE RETAIL INC	COM SER A	74915M100	2795	225585	SH		SOLE		225585	0	0
R1 RCM INC	COM	749397105	137	10902	SH		SOLE		10902	0	0
RA PHARMACEUTICALS INC	COM	74933V108	431	14340	SH		SOLE		14340	0	0
RADIAN GROUP INC	COM	750236101	1118	48930	SH		SOLE		48930	0	0
RADIUS HEALTH INC	COM NEW	750469207	432	17747	SH		SOLE		17747	0	0
RALPH LAUREN CORP	CL A	751212101	2595	22842	SH		SOLE		22842	0	0
RAMBUS INC DEL	COM	750917106	174	14448	SH		SOLE		14448	0	0
RANGE RES CORP	COM	75281A109	198	28361	SH		SOLE		28361	0	0
RAPID7 INC	COM	753422104	226	3910	SH		SOLE		3910	0	0
RAYMOND JAMES FINANCIAL INC	COM	754730109	2557	30237	SH		SOLE		30237	0	0
RAYONIER INC	COM	754907103	1177	38843	SH		SOLE		38843	0	0
RAYTHEON CO	COM NEW	755111507	8497	48866	SH		SOLE		48866	0	0
RBC BEARINGS INC	COM	75524B104	423	2533	SH		SOLE		2533	0	0
REALOGY HLDGS CORP	COM	75605Y106	206	28497	SH		SOLE		28497	0	0
REALPAGE INC	COM	75606N109	209	3544	SH		SOLE		3544	0	0
REALTY INCOME CORP	COM	756109104	7091	102814	SH		SOLE		102814	0	0
REATA PHARMACEUTICALS INC	CL A	75615P103	861	9130	SH		SOLE		9130	0	0
RED HAT INC	COM	756577102	5159	27474	SH		SOLE		27474	0	0
REDWOOD TR INC	COM	758075402	213	12904	SH		SOLE		12904	0	0
REGAL BELOIT CORP	COM	758750103	296	3617	SH		SOLE		3617	0	0
REGENCY CTRS CORP	COM	758849103	3642	54577	SH		SOLE		54577	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	31985	102189	SH		SOLE		102189	0	0
REGENXBIO INC	COM	75901B107	769	14969	SH		SOLE		14969	0	0
REGIONS FINL CORP NEW	COM	7591EP100	6533	437256	SH		SOLE		437256	0	0
REINSURANCE GRP OF AMERICA I	COM NEW	759351604	2000	12817	SH		SOLE		12817	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	904	9550	SH		SOLE		9550	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	16651	93541	SH		SOLE		93541	0	0
REPLIGEN CORP	COM	759916109	459	5344	SH		SOLE		5344	0	0
REPLIMUNE GROUP INC	COM	76029N106	154	10474	SH		SOLE		10474	0	0
REPUBLIC SVCS INC	COM	760759100	4842	55890	SH		SOLE		55890	0	0
RESIDEO TECHNOLOGIES INC	COM	76118Y104	228	10391	SH		SOLE		10391	0	0
RESMED INC	COM	761152107	2293	18791	SH		SOLE		18791	0	0
RESTORBIO INC	COM	76133L103	115	11250	SH		SOLE		11250	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	260	15186	SH		SOLE		15186	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	553	47054	SH		SOLE		47054	0	0
RETROPHIN INC	COM	761299106	331	16462	SH		SOLE		16462	0	0
REVANCE THERAPEUTICS INC	COM	761330109	219	16895	SH		SOLE		16895	0	0
REXFORD INDL RLTY INC	COM	76169C100	395	9783	SH		SOLE		9783	0	0
REXNORD CORP NEW	COM	76169B102	336	11116	SH		SOLE		11116	0	0
RH	COM	74967X103	286	2478	SH		SOLE		2478	0	0
RHYTHM PHARMACEUTICALS INC	COM	76243J105	257	11661	SH		SOLE		11661	0	0
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	174	66579	SH		SOLE		66579	0	0
RINGCENTRAL INC	CL A	76680R206	388	3379	SH		SOLE		3379	0	0
RLI CORP	COM	749607107	14847	173222	SH		SOLE		173222	0	0
RLJ LODGING TR	COM	74965L101	1006	56692	SH		SOLE		56692	0	0
ROBERT HALF INTL INC	COM	770323103	2704	47429	SH		SOLE		47429	0	0
ROCKET PHARMACEUTICALS INC	COM	77313F106	258	17185	SH		SOLE		17185	0	0
ROCKWELL AUTOMATION INC	COM	773903109	2163	13203	SH		SOLE		13203	0	0
ROGERS CORP	COM	775133101	428	2478	SH		SOLE		2478	0	0
ROKU INC	COM CL A	77543R102	416	4592	SH		SOLE		4592	0	0
ROLLINS INC	COM	775711104	589	16414	SH		SOLE		16414	0	0
ROPER TECHNOLOGIES INC	COM	776696106	95271	260118	SH		SOLE		260118	0	0
ROSS STORES INC	COM	778296103	27579	278237	SH		SOLE		278237	0	0
ROYAL CARIBBEAN CRUISES LTD	COM	V7780T103	5084	41940	SH		SOLE		41940	0	0
ROYAL GOLD INC	COM	780287108	16087	156961	SH		SOLE		156961	0	0
RPM INTL INC	COM	749685103	13887	227244	SH		SOLE		227244	0	0
RPT REALTY	SH BEN INT	74971D101	130	10713	SH		SOLE		10713	0	0
RUBIUS THERAPEUTICS INC	COM	78116T103	424	26942	SH		SOLE		26942	0	0
RYDER SYS INC	COM	783549108	264	4534	SH		SOLE		4534	0	0
RYMAN HOSPITALITY PPTYS INC	COM	78377T107	1302	16056	SH		SOLE		16056	0	0
S&P GLOBAL INC	COM	78409V104	101400	445145	SH		SOLE		445145	0	0
SABRA HEALTH CARE REIT INC	COM	78573L106	1430	72633	SH		SOLE		72633	0	0
SABRE CORP	COM	78573M104	514	23174	SH		SOLE		23174	0	0
SAGE THERAPEUTICS INC	COM	78667J108	2961	16170	SH		SOLE		16170	0	0
SAIA INC	COM	78709Y105	224	3458	SH		SOLE		3458	0	0
SALESFORCE COM INC	COM	79466L302	23304	153591	SH		SOLE		153591	0	0
SALLY BEAUTY HLDGS INC	COM	79546E104	307	22998	SH		SOLE		22998	0	0
SANDERSON FARMS INC	COM	800013104	499	3656	SH		SOLE		3656	0	0
SANGAMO THERAPEUTICS INC	COM	800677106	478	44428	SH		SOLE		44428	0	0
SANMINA CORPORATION	COM	801056102	279	9227	SH		SOLE		9227	0	0
SANTANDER CONSUMER USA HDG I	COM	80283M101	339	14137	SH		SOLE		14137	0	0
SAREPTA THERAPEUTICS INC	COM	803607100	3549	23354	SH		SOLE		23354	0	0
SAVARA INC	COM	805111101	33	14064	SH		SOLE		14064	0	0
SBA COMMUNICATIONS CORP NEW	CL A	78410G104	8312	36969	SH		SOLE		36969	0	0
SCHLUMBERGER LTD	COM	806857108	9029	227209	SH		SOLE		227209	0	0
SCIENCE APPLICATNS INTL CP N	COM	808625107	1026	11856	SH		SOLE		11856	0	0
