COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
DEERE & CO 	COM	244199105	12064	72800	SH	Call	DFND	01, 02	72800	0	0
DEERE & CO 	COM	244199105	31617	190800	SH	Put	DFND	01, 02	190800	0	0
DELEK LOGISTICS PARTNERS LP 	COM UNT RP INT	24664T103	246	7700	SH	Call	DFND	01, 02	7700	0	0
DELEK US HLDGS INC NEW 	COM	24665A103	251	6200	SH	Call	DFND	01, 02	6200	0	0
DELEK US HLDGS INC NEW 	COM	24665A103	1289	31800	SH	Put	DFND	01, 02	31800	0	0
DELL TECHNOLOGIES INC	CL C	24703L202	4478	88145	SH		DFND	01, 02	88145	0	0
DELL TECHNOLOGIES INC	CL C	24703L202	366	7200	SH	Call	DFND	01, 02	7200	0	0
DELL TECHNOLOGIES INC	CL C	24703L202	1087	21400	SH	Put	DFND	01, 02	21400	0	0
DELPHI TECHNOLOGIES PLC	SHS	G2709G107	812	40607	SH		DFND	01, 02	40607	0	0
DELTA AIR LINES INC DEL 	COM NEW	247361702	4538	79970	SH		DFND	01, 02	79970	0	0
DELTA AIR LINES INC DEL 	COM NEW	247361702	23	400	SH	Call	DFND	01, 02	400	0	0
DELTA AIR LINES INC DEL 	COM NEW	247361702	9744	171700	SH	Put	DFND	01, 02	171700	0	0
DELUXE CORP	COM	248019101	643	15815	SH		DFND	01, 02	15815	0	0
DELUXE CORP	COM	248019101	2586	63600	SH	Put	DFND	01, 02	63600	0	0
DENTSPLY SIRONA INC 	COM	24906P109	936	16040	SH		DFND	01, 02	16040	0	0
DENTSPLY SIRONA INC 	COM	24906P109	4669	80000	SH	Call	DFND	01, 02	80000	0	0
DENTSPLY SIRONA INC 	COM	24906P109	2276	39000	SH	Put	DFND	01, 02	39000	0	0
DESIGNER BRANDS INC	CL A 	250565108	2966	154699	SH		DFND	01, 02	154699	0	0
DESIGNER BRANDS INC	CL A	250565108	2902	151400	SH	Call	DFND	01, 02	151400	0	0
DESIGNER BRANDS INC	CL A	250565108	5329	278000	SH	Put	DFND	01, 02	278000	0	0
DEUTSCHE BANK AG 	NAMEN AKT	D18190898	10069	1319631	SH		DFND	01, 02	1319631	0	0
DEUTSCHE BANK AG 	NAMEN AKT	D18190898	3334	437000	SH	Call	DFND	01, 02	437000	0	0
DEUTSCHE BANK AG 	NAMEN AKT	D18190898	26909	3526700	SH	Put	DFND	01, 02	3526700	0	0
DEVON ENERGY CORP NEW 	COM	25179M103	727	25488	SH		DFND	01, 02	25488	0	0
DEVON ENERGY CORP NEW 	COM	25179M103	9728	341100	SH	Call	DFND	01, 02	341100	0	0
DEVON ENERGY CORP NEW 	COM	25179M103	29	1000	SH	Put	DFND	01, 02	1000	0	0
DEXCOM INC 	COM	252131107	1978	13200	SH	Call	DFND	01, 02	13200	0	0
DEXCOM INC 	COM	252131107	1933	12900	SH	Put	DFND	01, 02	12900	0	0
DHI GROUP INC 	COM	23331S100	74	20831	SH		DFND	01, 02	20831	0	0
DHI GROUP INC 	COM	23331S100	111	31200	SH	Put	DFND	01, 02	31200	0	0
DHT HOLDINGS INC 	SHS NEW	Y2065G121	3224	545500	SH	Call	DFND	01, 02	545500	0	0
DHT HOLDINGS INC 	SHS NEW	Y2065G121	89	15000	SH	Put	DFND	01, 02	15000	0	0
DIAGEO P L C 	SPON ADR NEW	25243Q205	9995	58000	SH	Call	DFND	01, 02	58000	0	0
DIAGEO P L C 	SPON ADR NEW	25243Q205	22247	129100	SH	Put	DFND	01, 02	129100	0	0
DIAMONDBACK ENERGY INC 	COM	25278X109	1276	11707	SH		DFND	01, 02	11707	0	0
DIAMONDBACK ENERGY INC 	COM	25278X109	10832	99400	SH	Call	DFND	01, 02	99400	0	0
DIAMONDBACK ENERGY INC 	COM	25278X109	10668	97900	SH	Put	DFND	01, 02	97900	0	0
DICKS SPORTING GOODS INC	COM	253393102	979	28263	SH		DFND	01, 02	28263	0	0
DICKS SPORTING GOODS INC	COM	253393102	28	800	SH	Call	DFND	01, 02	800	0	0
DICKS SPORTING GOODS INC	COM	253393102	1326	38300	SH	Put	DFND	01, 02	38300	0	0
DIEBOLD NXDF INC 	COM	253651103	794	86700	SH	Call	DFND	01, 02	86700	0	0
DIGIMARC CORP NEW 	COM	25381B101	9642	217208	SH		DFND	01, 02	217208	0	0
DIGIMARC CORP NEW 	COM	25381B101	6255	140900	SH	Put	DFND	01, 02	140900	0	0
DIGITAL RLTY TR INC 	COM	253868103	1154	9800	SH	Call	DFND	01, 02	9800	0	0
DILLARDS INC 	CL A	254067101	443	7108	SH		DFND	01, 02	7108	0	0
DILLARDS INC 	CL A	254067101	1221	19600	SH	Call	DFND	01, 02	19600	0	0
DILLARDS INC 	CL A	254067101	610	9800	SH	Put	DFND	01, 02	9800	0	0
DINE BRANDS GLOBAL INC	COM	254423106	1088	11400	SH	Call	DFND	01, 02	11400	0	0
DISCOVER FINL SVCS 	COM	254709108	3701	47700	SH	Call	DFND	01, 02	47700	0	0
DISCOVER FINL SVCS 	COM	254709108	2227	28700	SH	Put	DFND	01, 02	28700	0	0
DISCOVERY INC	COM SER A	25470F104	1836	59800	SH	Call	DFND	01, 02	59800	0	0
DISCOVERY INC	COM SER A	25470F104	15	500	SH	Put	DFND	01, 02	500	0	0
DISCOVERY INC 	COM SER C	25470F302	919	32300	SH	Call	DFND	01, 02	32300	0	0
DISCOVERY INC	COM SER C	25470F302	3	100	SH	Put	DFND	01, 02	100	0	0
DISH NETWORK CORP 	CL A	25470M109	4395	114422	SH		DFND	01, 02	114422	0	0
DISH NETWORK CORP 	CL A	25470M109	1921	50000	SH	Call	DFND	01, 02	50000	0	0
DISH NETWORK CORP 	CL A	25470M109	4817	125400	SH	Put	DFND	01, 02	125400	0	0
DISNEY WALT CO 	COM DISNEY	254687106	22549	161481	SH		DFND	01, 02	161481	0	0
DISNEY WALT CO	COM DISNEY	254687106	59124	423400	SH	Call	DFND	01, 02	423400	0	0
DISNEY WALT CO 	COM DISNEY	254687106	60562	433700	SH	Put	DFND	01, 02	433700	0	0
DIVERSICARE HEALTHCARE SVCS 	COM	255104101	399	106642	SH		DFND	01, 02	106642	0	0
DMC GLOBAL INC	COM	23291C103	3643	57499	SH		DFND	01, 02	57499	0	0
DMC GLOBAL INC	COM	23291C103	1596	25200	SH	Call	DFND	01, 02	25200	0	0
DMC GLOBAL INC 	COM	23291C103	11656	184000	SH	Put	DFND	01, 02	184000	0	0
DOCUSIGN INC 	COM	256163106	3201	64394	SH		DFND	01, 02	64394	0	0
DOCUSIGN INC	COM	256163106	6174	124200	SH	Call	DFND	01, 02	124200	0	0
DOCUSIGN INC	COM	256163106	9902	199200	SH	Put	DFND	01, 02	199200	0	0
DOLLAR GEN CORP NEW	COM	256677105	10110	74800	SH	Call	DFND	01, 02	74800	0	0
DOLLAR GEN CORP NEW	COM	256677105	5001	37000	SH	Put	DFND	01, 02	37000	0	0
DOLLAR TREE INC 	COM	256746108	3245	30215	SH		DFND	01, 02	30215	0	0
DOLLAR TREE INC 	COM	256746108	3469	32300	SH	Call	DFND	01, 02	32300	0	0
DOLLAR TREE INC 	COM	256746108	10471	97500	SH	Put	DFND	01, 02	97500	0	0
DOMINION ENERGY INC 	COM	25746U109	2173	28103	SH		DFND	01, 02	28103	0	0
DOMINION ENERGY INC 	COM	25746U109	224	2900	SH	Call	DFND	01, 02	2900	0	0
DOMINION ENERGY INC 	COM	25746U109	851	11000	SH	Put	DFND	01, 02	11000	0	0
DOMINOS PIZZA INC 	COM	25754A201	524	1882	SH		DFND	01, 02	1882	0	0
DOMINOS PIZZA INC	COM	25754A201	1197	4300	SH	Put	DFND	01, 02	4300	0	0
DOMO INC 	COM CL B	257554105	352	12897	SH		DFND	01, 02	12897	0	0
DOMO INC 	COM CL B	257554105	1483	54300	SH	Put	DFND	01, 02	54300	0	0
DONNELLEY R R & SONS CO	COM	257867200	9	4602	SH		DFND	01, 02	4602	0	0
DONNELLEY R R & SONS CO 	COM	257867200	20	10100	SH	Put	DFND	01, 02	10100	0	0
DORIAN LPG LTD 	SHS USD	Y2106R110	288	31900	SH	Call	DFND	01, 02	31900	0	0
DORMAN PRODUCTS INC 	COM	258278100	468	5370	SH		DFND	01, 02	5370	0	0
DORMAN PRODUCTS INC 	COM	258278100	749	8600	SH	Put	DFND	01, 02	8600	0	0
DOVER CORP 	COM	260003108	130	1300	SH	Call	DFND	01, 02	1300	0	0
DOVER CORP 	COM	260003108	80	800	SH	Put	DFND	01, 02	800	0	0
DROPBOX INC 	CL A 	26210C104	6174	246477	SH		DFND	01, 02	246477	0	0
DROPBOX INC 	CL A 	26210C104	6270	250300	SH	Call	DFND	01, 02	250300	0	0
DROPBOX INC	CL A	26210C104	14542	580500	SH	Put	DFND	01, 02	580500	0	0
DSP GROUP INC 	COM	23332B106	144	10000	SH	Call	DFND	01, 02	10000	0	0
DTE ENERGY CO 	COM	233331107	1094	8554	SH		DFND	01, 02	8554	0	0
DTE ENERGY CO 	COM	233331107	1918	15000	SH	Call	DFND	01, 02	15000	0	0
DTE ENERGY CO 	COM	233331107	448	3500	SH	Put	DFND	01, 02	3500	0	0
DUKE REALTY CORP 	COM NEW	264411505	259	8200	SH	Call	DFND	01, 02	8200	0	0
DUNKIN BRANDS GROUP INC	COM	265504100	1896	23800	SH	Call	DFND	01, 02	23800	0	0
DUNKIN BRANDS GROUP INC 	COM	265504100	104	1300	SH	Put	DFND	01, 02	1300	0	0
DUPONT DE NEMOURS INC 	COM	26614N102	6718	89484	SH		DFND	01, 02	89484	0	0
DXC TECHNOLOGY CO 	COM	23355L106	1367	24778	SH		DFND	01, 02	24778	0	0
DXC TECHNOLOGY CO 	COM	23355L106	138	2500	SH	Call	DFND	01, 02	2500	0	0
DXC TECHNOLOGY CO 	COM	23355L106	7743	140400	SH	Put	DFND	01, 02	140400	0	0
DYCOM INDS INC 	COM	267475101	440	7478	SH		DFND	01, 02	7478	0	0
DYCOM INDS INC 	COM	267475101	871	14800	SH	Put	DFND	01, 02	14800	0	0
DYNAGAS LNG PARTNERS LP 	COM UNIT LTD PT	Y2188B108	76	52500	SH		DFND	01, 02	52500	0	0
DYNAGAS LNG PARTNERS LP 	COM UNIT LTD PT	Y2188B108	76	52500	SH	Put	DFND	01, 02	52500	0	0
E TRADE FINANCIAL CORP 	COM NEW	269246401	2015	45182	SH		DFND	01, 02	45182	0	0
E TRADE FINANCIAL CORP 	COM NEW	269246401	2449	54900	SH	Put	DFND	01, 02	54900	0	0
EAGLE BULK SHIPPING INC 	SHS NEW	Y2187A143	162	30892	SH		DFND	01, 02	30892	0	0
EAGLE BULK SHIPPING INC 	SHS NEW	Y2187A143	15	2800	SH	Put	DFND	01, 02	2800	0	0
EAGLE PHARMACEUTICALS INC 	COM	269796108	20	365	SH		DFND	01, 02	365	0	0
EAGLE PHARMACEUTICALS INC 	COM	269796108	1359	24400	SH	Put	DFND	01, 02	24400	0	0
EAST WEST BANCORP INC 	COM	27579R104	177	3790	SH		DFND	01, 02	3790	0	0
EAST WEST BANCORP INC 	COM	27579R104	84	1800	SH	Call	DFND	01, 02	1800	0	0
EAST WEST BANCORP INC 	COM	27579R104	239	5100	SH	Put	DFND	01, 02	5100	0	0
EBAY INC 	COM	278642103	2571	65100	SH	Call	DFND	01, 02	65100	0	0
EBAY INC 	COM	278642103	4803	121600	SH	Put	DFND	01, 02	121600	0	0
EBIX INC 	COM NEW	278715206	522	10404	SH		DFND	01, 02	10404	0	0
EBIX INC 	COM NEW	278715206	2270	45200	SH	Put	DFND	01, 02	45200	0	0
ECHOSTAR CORP 	CL A	278768106	1085	24470	SH		DFND	01, 02	24470	0	0
ECOLAB INC	COM	278865100	114	575	SH		DFND	01, 02	575	0	0
ECOLAB INC 	COM	278865100	5331	27000	SH	Call	DFND	01, 02	27000	0	0
EDGEWELL PERS CARE CO 	COM	28035Q102	1863	69133	SH		DFND	01, 02	69133	0	0
EDGEWELL PERS CARE CO 	COM	28035Q102	2021	75000	SH	Call	DFND	01, 02	75000	0	0
EDGEWELL PERS CARE CO 	COM	28035Q102	3886	144200	SH	Put	DFND	01, 02	144200	0	0
EDISON INTL 	COM	281020107	956	14189	SH		DFND	01, 02	14189	0	0
EDISON INTL 	COM	281020107	1267	18800	SH	Put	DFND	01, 02	18800	0	0
EDWARDS LIFESCIENCES CORP 	COM	28176E108	630	3412	SH		DFND	01, 02	3412	0	0
EDWARDS LIFESCIENCES CORP 	COM	28176E108	1441	7800	SH	Call	DFND	01, 02	7800	0	0
EDWARDS LIFESCIENCES CORP 	COM	28176E108	9588	51900	SH	Put	DFND	01, 02	51900	0	0
EL POLLO LOCO HLDGS INC 	COM	268603107	16	1492	SH		DFND	01, 02	1492	0	0
EL POLLO LOCO HLDGS INC 	COM	268603107	12	1100	SH	Call	DFND	01, 02	1100	0	0
EL POLLO LOCO HLDGS INC 	COM	268603107	148	13900	SH	Put	DFND	01, 02	13900	0	0
ELASTIC N V	ORD SHS	N14506104	355	4750	SH		DFND	01, 02	4750	0	0
ELDORADO GOLD CORP	COM	284902509	59	10082	SH		DFND	01, 02	10082	0	0
ELDORADO GOLD CORP	COM	284902509	83	14200	SH	Call	DFND	01, 02	14200	0	0
ELDORADO GOLD CORP	COM	284902509	1370	235400	SH	Put	DFND	01, 02	235400	0	0
ELDORADO RESORTS INC 	COM	28470R102	963	20910	SH		DFND	01, 02	20910	0	0
ELDORADO RESORTS INC 	COM	28470R102	820	17800	SH	Call	DFND	01, 02	17800	0	0
ELDORADO RESORTS INC 	COM	28470R102	1700	36900	SH	Put	DFND	01, 02	36900	0	0
ELECTRONIC ARTS INC 	COM	285512109	1062	10491	SH		DFND	01, 02	10491	0	0
ELECTRONIC ARTS INC 	COM	285512109	15533	153400	SH	Call	DFND	01, 02	153400	0	0
ELECTRONIC ARTS INC 	COM	285512109	30905	305200	SH	Put	DFND	01, 02	305200	0	0
ELEMENT SOLUTIONS INC	COM	28618M106	783	75756	SH		DFND	01, 02	75756	0	0
ELEMENT SOLUTIONS INC 	COM	28618M106	357	34500	SH	Put	DFND	01, 02	34500	0	0
ELLINGTON FINANCIAL INC	COM	28852N109	332	18500	SH	Call	DFND	01, 02	18500	0	0
ELLINGTON FINANCIAL INC	COM	28852N109	449	25000	SH	Put	DFND	01, 02	25000	0	0
EMBRAER S A 	SPONSORED ADS	29082A107	3859	191700	SH	Call	DFND	01, 02	191700	0	0
EMERSON ELEC CO 	COM	291011104	1928	28900	SH	Call	DFND	01, 02	28900	0	0
EMERSON ELEC CO 	COM	291011104	214	3200	SH	Put	DFND	01, 02	3200	0	0
ENABLE MIDSTREAM PARTNERS LP 	COM UNIT RP IN	292480100	450	32813	SH		DFND	01, 02	32813	0	0
ENBRIDGE INC 	COM	29250N105	722	20000	SH	Call	DFND	01, 02	20000	0	0
ENBRIDGE INC 	COM	29250N105	855	23700	SH	Put	DFND	01, 02	23700	0	0
ENCANA CORP 	COM	292505104	104	20364	SH		DFND	01, 02	20364	0	0
ENCANA CORP 	COM	292505104	76	14900	SH	Put	DFND	01, 02	14900	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	442	6969	SH		DFND	01, 02	6969	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	900	14200	SH	Put	DFND	01, 02	14200	0	0
ENDEAVOUR SILVER CORP 	COM	29258Y103	21	10200	SH	Put	DFND	01, 02	10200	0	0
ENDO INTL PLC 	SHS	G30401106	143	34662	SH		DFND	01, 02	34662	0	0
ENDO INTL PLC 	SHS	G30401106	71	17200	SH	Put	DFND	01, 02	17200	0	0
ENEL AMERICAS S A 	SPONSORED ADR	29274F104	133	15000	SH	Call	DFND	01, 02	15000	0	0
ENERGOUS CORP 	COM	29272C103	381	87100	SH	Call	DFND	01, 02	87100	0	0
ENERGY TRANSFER LP	COM UT LTD PTN	29273V100	1453	103203	SH		DFND	01, 02	103203	0	0
ENERGY TRANSFER LP	COM UT LTD PTN	29273V100	1119	79500	SH	Put	DFND	01, 02	79500	0	0
ENERPLUS CORP 	COM	292766102	213	28300	SH	Call	DFND	01, 02	28300	0	0
ENERPLUS CORP 	COM	292766102	1	100	SH	Put	DFND	01, 02	100	0	0
ENERSYS 	COM	29275Y102	243	3545	SH		DFND	01, 02	3545	0	0
ENERSYS 	COM	29275Y102	322	4700	SH	Put	DFND	01, 02	4700	0	0
ENPHASE ENERGY INC 	COM	29355A107	547	30000	SH	Call	DFND	01, 02	30000	0	0
ENTEGRIS INC 	COM	29362U104	4031	108000	SH	Call	DFND	01, 02	108000	0	0
ENTEGRIS INC 	COM	29362U104	4	100	SH	Put	DFND	01, 02	100	0	0
ENTERGY CORP NEW 	COM	29364G103	247	2400	SH	Call	DFND	01, 02	2400	0	0
ENTERGY CORP NEW 	COM	29364G103	31	300	SH	Put	DFND	01, 02	300	0	0
ENTERPRISE PRODS PARTNERS L 	COM	293792107	1472	51000	SH	Call	DFND	01, 02	51000	0	0
ENTERPRISE PRODS PARTNERS L 	COM	293792107	800	27700	SH	Put	DFND	01, 02	27700	0	0
ENVESTNET INC 	COM	29404K106	1738	25420	SH		DFND	01, 02	25420	0	0
ENVESTNET INC 	COM	29404K106	14	200	SH	Call	DFND	01, 02	200	0	0
EOG RES INC 	COM	26875P101	8049	86400	SH	Call	DFND	01, 02	86400	0	0
EOG RES INC 	COM	26875P101	2832	30400	SH	Put	DFND	01, 02	30400	0	0
EPAM SYS INC 	COM	29414B104	3220	18600	SH	Call	DFND	01, 02	18600	0	0
EPAM SYS INC 	COM	29414B104	3462	20000	SH	Put	DFND	01, 02	20000	0	0
EPR PPTYS 	COM SH BEN INT	26884U109	2211	29640	SH		DFND	01, 02	29640	0	0
EPR PPTYS 	COM SH BEN INT	26884U109	1223	16400	SH	Call	DFND	01, 02	16400	0	0
EPR PPTYS 	COM SH BEN INT	26884U109	1305	17500	SH	Put	DFND	01, 02	17500	0	0
EQM MIDSTREAM PARTNERS LP 	UNIT LTD PARTN	26885B100	31	693	SH		DFND	01, 02	693	0	0
EQM MIDSTREAM PARTNERS LP 	UNIT LTD PARTN	26885B100	94	2100	SH	Call	DFND	01, 02	2100	0	0
EQM MIDSTREAM PARTNERS LP 	UNIT LTD PARTN	26885B100	304	6800	SH	Put	DFND	01, 02	6800	0	0
EQUIFAX INC 	COM	294429105	136	1006	SH		DFND	01, 02	1006	0	0
EQUIFAX INC	COM	294429105	95	700	SH	Call	DFND	01, 02	700	0	0
EQUIFAX INC	COM	294429105	446	3300	SH	Put	DFND	01, 02	3300	0	0
EQUINIX INC	COM 	29444U700	345	685	SH		DFND	01, 02	685	0	0
EQUINIX INC	COM 	29444U700	5093	10100	SH	Call	DFND	01, 02	10100	0	0
EQUINIX INC 	COM	29444U700	3177	6300	SH	Put	DFND	01, 02	6300	0	0
EQUITY COMWLTH 	COM SH BEN INT	294628102	2	68	SH		DFND	01, 02	68	0	0
EQUITY COMWLTH 	COM SH BEN INT	294628102	465	14300	SH	Call	DFND	01, 02	14300	0	0
EQUITY COMWLTH 	COM SH BEN INT	294628102	1867	57400	SH	Put	DFND	01, 02	57400	0	0
EQUITY LIFESTYLE PPTYS INC 	COM	29472R108	17	137	SH		DFND	01, 02	137	0	0
EQUITY LIFESTYLE PPTYS INC 	COM	29472R108	764	6300	SH	Call	DFND	01, 02	6300	0	0
EQUITY LIFESTYLE PPTYS INC 	COM	29472R108	1772	14600	SH	Put	DFND	01, 02	14600	0	0
EQUITY RESIDENTIAL 	SH BEN INT	29476L107	210	2761	SH		DFND	01, 02	2761	0	0
EQUITY RESIDENTIAL 	SH BEN INT	29476L107	653	8600	SH	Call	DFND	01, 02	8600	0	0
EQUITY RESIDENTIAL 	SH BEN INT	29476L107	129	1700	SH	Put	DFND	01, 02	1700	0	0
ERICSSON	ADR B SEK 10	294821608	547	57537	SH		DFND	01, 02	57537	0	0
ERICSSON	ADR B SEK 10	294821608	217	22800	SH	Call	DFND	01, 02	22800	0	0
ERICSSON 	ADR B SEK 10	294821608	3312	348600	SH	Put	DFND	01, 02	348600	0	0
ERIE INDTY CO 	CL A	29530P102	2237	8799	SH		DFND	01, 02	8799	0	0
ERIE INDTY CO 	CL A	29530P102	51	200	SH	Call	DFND	01, 02	200	0	0
ERIE INDTY CO 	CL A	29530P102	3814	15000	SH	Put	DFND	01, 02	15000	0	0
ESPERION THERAPEUTICS INC NE 	COM	29664W105	942	20253	SH		DFND	01, 02	20253	0	0
ESPERION THERAPEUTICS INC NE 	COM	29664W105	4526	97300	SH	Put	DFND	01, 02	97300	0	0
ESSENT GROUP LTD 	COM	G3198U102	379	8069	SH		DFND	01, 02	8069	0	0
ESSENTIAL PPTYS RLTY TR INC	COM	29670E107	3022	150800	SH	Call	DFND	01, 02	150800	0	0
ESSEX PPTY TR INC 	COM	297178105	2335	8000	SH	Call	DFND	01, 02	8000	0	0
ESSEX PPTY TR INC 	COM	297178105	146	500	SH	Put	DFND	01, 02	500	0	0
ETSY INC 	COM	29786A106	1504	24500	SH	Call	DFND	01, 02	24500	0	0
ETSY INC 	COM	29786A106	13440	219000	SH	Put	DFND	01, 02	219000	0	0
EVERBRIDGE INC 	COM	29978A104	4999	55900	SH	Call	DFND	01, 02	55900	0	0
EVERBRIDGE INC 	COM	29978A104	483	5400	SH	Put	DFND	01, 02	5400	0	0
EVEREST RE GROUP LTD 	COM	G3223R108	2793	11300	SH	Call	DFND	01, 02	11300	0	0
EVEREST RE GROUP LTD 	COM	G3223R108	4944	20000	SH	Put	DFND	01, 02	20000	0	0
EVOLUTION PETROLEUM CORP 	COM	30049A107	132	18500	SH	Call	DFND	01, 02	18500	0	0
EVOLUTION PETROLEUM CORP 	COM	30049A107	4	600	SH	Put	DFND	01, 02	600	0	0
EXACT SCIENCES CORP 	COM	30063P105	14000	118600	SH	Call	DFND	01, 02	118600	0	0
EXACT SCIENCES CORP 	COM	30063P105	31788	269300	SH	Put	DFND	01, 02	269300	0	0
EXELIXIS INC 	COM	30161Q104	270	12652	SH		DFND	01, 02	12652	0	0
EXELIXIS INC 	COM	30161Q104	1361	63700	SH	Put	DFND	01, 02	63700	0	0
EXLSERVICE HOLDINGS INC 	COM	302081104	562	8500	SH	Call	DFND	01, 02	8500	0	0
EXPEDIA GROUP INC	COM NEW	30212P303	5441	40898	SH		DFND	01, 02	40898	0	0
EXPEDIA GROUP INC	COM NEW	30212P303	559	4200	SH	Call	DFND	01, 02	4200	0	0
EXPEDIA GROUP INC 	COM NEW	30212P303	1556	11700	SH	Put	DFND	01, 02	11700	0	0
EXPEDITORS INTL WASH INC 	COM	302130109	650	8573	SH		DFND	01, 02	8573	0	0
EXPONENT INC 	COM	30214U102	755	12900	SH		DFND	01, 02	12900	0	0
EXPONENT INC 	COM	30214U102	41	700	SH	Call	DFND	01, 02	700	0	0
EXPRESS INC	COM	30219E103	872	319497	SH		DFND	01, 02	319497	0	0
EXPRESS INC	COM	30219E103	1365	500000	SH	Put	DFND	01, 02	500000	0	0
EXTENDED STAY AMER INC 	UNIT 99/99/9999B	30224P200	2189	129585	SH		DFND	01, 02	129585	0	0
EXTRA SPACE STORAGE INC 	COM	30225T102	1676	15800	SH	Call	DFND	01, 02	15800	0	0
EXTREME NETWORKS INC	COM	30226D106	159	24508	SH		DFND	01, 02	24508	0	0
EXTREME NETWORKS INC	COM	30226D106	324	50000	SH	Put	DFND	01, 02	50000	0	0
EXXON MOBIL CORP 	COM	30231G102	1032	13463	SH		DFND	01, 02	13463	0	0
EXXON MOBIL CORP 	COM	30231G102	2475	32300	SH	Call	DFND	01, 02	32300	0	0
EXXON MOBIL CORP 	COM	30231G102	38	500	SH	Put	DFND	01, 02	500	0	0
EZCORP INC 	CL A NON VTG	302301106	274	28986	SH		DFND	01, 02	28986	0	0
F5 NETWORKS INC 	COM	315616102	2563	17600	SH	Call	DFND	01, 02	17600	0	0
F5 NETWORKS INC 	COM	315616102	422	2900	SH	Put	DFND	01, 02	2900	0	0
FABRINET 	SHS	G3323L100	1673	33681	SH		DFND	01, 02	33681	0	0
FABRINET 	SHS	G3323L100	298	6000	SH	Call	DFND	01, 02	6000	0	0
FABRINET 	SHS	G3323L100	2484	50000	SH	Put	DFND	01, 02	50000	0	0
FACEBOOK INC	CL A	30303M102	57952	300268	SH		DFND	01, 02	300268	0	0
FACEBOOK INC 	CL A	30303M102	15170	78600	SH	Call	DFND	01, 02	78600	0	0
FACEBOOK INC 	CL A	30303M102	95747	496100	SH	Put	DFND	01, 02	496100	0	0
FACTSET RESH SYS INC 	COM	303075105	7823	27300	SH	Call	DFND	01, 02	27300	0	0
FACTSET RESH SYS INC 	COM	303075105	4700	16400	SH	Put	DFND	01, 02	16400	0	0
FAIR ISAAC CORP 	COM	303250104	10739	34200	SH	Call	DFND	01, 02	34200	0	0
FAIR ISAAC CORP 	COM	303250104	659	2100	SH	Put	DFND	01, 02	2100	0	0
FANHUA INC 	SPONSORED ADR	30712A103	5998	179200	SH	Call	DFND	01, 02	179200	0	0
FANHUA INC 	SPONSORED ADR	30712A103	833	24900	SH	Put	DFND	01, 02	24900	0	0
FARFETCH LTD 	ORD SH CL A	30744W107	334	16067	SH		DFND	01, 02	16067	0	0
FARFETCH LTD	ORD SH CL A	30744W107	1483	71300	SH	Put	DFND	01, 02	71300	0	0
FARO TECHNOLOGIES INC 	COM	311642102	415	7900	SH	Call	DFND	01, 02	7900	0	0
FASTENAL CO 	COM	311900104	6495	199300	SH	Call	DFND	01, 02	199300	0	0
FASTENAL CO 	COM	311900104	1884	57800	SH	Put	DFND	01, 02	57800	0	0
FEDERAL REALTY INVT TR 	SH BEN INT NEW	313747206	415	3225	SH		DFND	01, 02	3225	0	0
FEDERAL REALTY INVT TR 	SH BEN INT NEW	313747206	39	300	SH	Call	DFND	01, 02	300	0	0
FEDERAL REALTY INVT TR 	SH BEN INT NEW	313747206	773	6000	SH	Put	DFND	01, 02	6000	0	0
FEDEX CORP 	COM	31428X106	14762	89910	SH		DFND	01, 02	89910	0	0
FEDEX CORP 	COM	31428X106	13628	83000	SH	Call	DFND	01, 02	83000	0	0
FEDEX CORP 	COM	31428X106	9408	57300	SH	Put	DFND	01, 02	57300	0	0
FERRARI N V 	COM	N3167Y103	13030	80722	SH		DFND	01, 02	80722	0	0
FERRARI N V 	COM	N3167Y103	7522	46600	SH	Call	DFND	01, 02	46600	0	0
FERRARI N V 	COM	N3167Y103	64407	399000	SH	Put	DFND	01, 02	399000	0	0
FERRO CORP 	COM	315405100	357	22613	SH		DFND	01, 02	22613	0	0
FERRO CORP 	COM	315405100	81	5100	SH	Call	DFND	01, 02	5100	0	0
FIAT CHRYSLER AUTOMOBILES N 	SHS	N31738102	2987	216100	SH	Call	DFND	01, 02	216100	0	0
FIAT CHRYSLER AUTOMOBILES N 	SHS	N31738102	3434	248500	SH	Put	DFND	01, 02	248500	0	0
FIDELITY NATIONAL FINANCIAL 	FNF GROUP COM	31620R303	828	20539	SH		DFND	01, 02	20539	0	0
FIDELITY NATIONAL FINANCIAL 	FNF GROUP COM	31620R303	1910	47400	SH	Put	DFND	01, 02	47400	0	0
FIDELITY NATL INFORMATION SV 	COM	31620M106	16715	136248	SH		DFND	01, 02	136248	0	0
FIESTA RESTAURANT GROUP INC 	COM	31660B101	769	58554	SH		DFND	01, 02	58554	0	0
FIESTA RESTAURANT GROUP INC 	COM	31660B101	547	41600	SH	Call	DFND	01, 02	41600	0	0
FIESTA RESTAURANT GROUP INC 	COM	31660B101	2013	153200	SH	Put	DFND	01, 02	153200	0	0
